,STORE ID,VENUE,SUB VENUE,Lat,Lng,Address,CITY,STATE,ZIP,place id,business name,price level,google_rating,google_rating_counts
345,1434,Street Non-DT,End Cap,37.7857,-121.2526,2130 Daniels Street,Manteca,CA,95337,ChIJmTcHaXpAkIARfKGCTgAWHfE,Panda Express,1.0,3.6,201.0
346,1435,Street Non-DT,End Cap,45.3249,-122.5797,19526 Molalla Ave #137,Oregon City,OR,97045,ChIJz6E9uLlwlVQR9X0tOsW4k-M,Panda Express,1.0,4.0,347.0
347,1436,Street Non-DT,End Cap,39.1695,-76.7859,7351 Assateague Drive,Jessup,MD,20794,ChIJe8GBU-Hgt4kRrVgWuXXmi1Y,Panda Express,1.0,4.1,544.0
348,1437,Street Non-DT,End Cap,38.8038,-104.8189,2020 Southgate Road,Colorado Springs,CO,80906,ChIJQ7hxIJVEE4cRjRrHnqJJj2M,Panda Express,1.0,3.7,459.0
349,1439,Street Non-DT,End Cap,34.1675,-118.3757,5300 N. Lankershim Blvd. #140,North Hollywood,CA,91601,ChIJ7SLj-PGVwoARn8JEa0W1GSc,Panda Express,1.0,4.0,250.0
350,144,Mall,Food Court,33.5028,-111.9294,7014 E. Camelback #569,Scottsdale,AZ,85251,ChIJP_K_-pcLK4cREqccsJOxHH0,Panda Express,1.0,3.4,62.0
351,1440,Street Non-DT,End Cap,45.2281,-123.1738,2420 Ne Highway 99w,Mcminnville,OR,97128,ChIJBTeKGZtIlVQR9plRKPFxRPs,Panda Express,1.0,4.0,302.0
352,1441,Street Non-DT,End Cap,41.9542,-88.7226,2434 Sycamore Road,Dekalb,IL,60115,ChIJx5LP7swrD4gR19ooBmseFm0,Panda Express,1.0,4.0,268.0
353,1442,Street DT,Free Standing,30.0736,-95.509,5901 Fm 2920,Spring,TX,77388,ChIJ_fv1OpU0R4YRt_I0JtQ1eBU,Panda Express,1.0,3.6,470.0
354,1443,Street Non-DT,End Cap,33.5635,-84.3243,2008 Mt. Zion Road,Morrow,GA,30260,ChIJAYU2wP379IgRpob_xy2DnXo,Panda Express,1.0,4.0,785.0
355,1445,Street DT,Free Standing,35.5627,-97.6504,7700 Nw Expressway,Oklahoma City,OK,73132,ChIJt9tSuvQEsocReK1yscIzTWw,Panda Express,1.0,3.7,452.0
356,1446,Street DT,Free Standing,30.0189,-95.4346,431 Fm 1960 Rd. West,Houston,TX,77090,ChIJA1vt8uHKQIYR98hPXKoUzcg,Panda Express,1.0,3.7,483.0
357,1447,Street DT,Free Standing,29.6159,-95.4967,7420 S. Sam Houston West Pkwy,Houston,TX,77085,ChIJD9MpvJLrQIYRl2pTDcyrobQ,Panda Express,1.0,3.8,329.0
358,1448,Street DT,Free Standing,30.2201,-95.5676,33010 Fm 2978 Road,Magnolia,TX,77354,ChIJUaZ17PsvR4YRfv9g-04fZ5M,Panda Express,1.0,3.7,153.0
359,1449,Street DT,Free Standing,46.3984,-116.9988,2221 Thain Grade,Lewiston,ID,83501,ChIJ_Qx6vKxKoFQR5AD8URsycsI,Panda Express,1.0,4.2,407.0
360,145,Mall,In Line,37.7841,-122.4064,865 Market Street,San Francisco,CA,94103,ChIJ6zMe3oWAhYARnzWg8eN5dKY,Panda Express,1.0,4.0,349.0
361,1450,Street Non-DT,End Cap,42.0501,-88.0769,100 B. East Golf Road.,Schaumburg,IL,60173,ChIJNW2yWUSvD4gRXkdygvKakWw,Panda Express,1.0,3.9,182.0
362,1451,Street Non-DT,End Cap,33.1036,-117.0745,415 West Felicita Ave.,Escondido,CA,92025,ChIJf8QBhobz24ARSa0xpD-aEJw,Panda Express,1.0,4.2,175.0
363,1452,Street Non-DT,End Cap,38.4586,-121.4169,8251 Brucesville Road,Sacramento,CA,95823,ChIJWbC0K9nFmoARcLQcsBFQZHY,Panda Express,1.0,4.0,349.0
364,1453,Street DT,Free Standing,45.0067,-122.9991,2675 Jorie Lane Ne,Keizer,OR,97303,ChIJhUchzgJWlVQRClQ4VvH3S2s,Panda Express,1.0,3.7,456.0
365,1454,Street Non-DT,End Cap,34.1463,-118.1153,1701 E. Colorado Blvd.,Pasadena,CA,91106,ChIJPyFwgFPDwoARviXLSLbzqAU,Panda Express,1.0,4.1,231.0
366,1455,Street DT,Free Standing,29.775,-95.7522,546 Mason Road,Katy,TX,77450,ChIJle_aRj8nQYYRBIgzi0ZXU8A,Panda Express,1.0,3.9,346.0
367,1456,Street DT,Free Standing,29.4352,-98.7009,10618 Potranco Road,San Antonio,TX,78245,ChIJoVoBTA1DXIYRo3JKRQ4Phl0,Panda Express,1.0,3.7,491.0
368,1459,Theme Park,Free Standing,37.3964,-121.9742,"2401 Agnew Rd, #741-a",Santa Clara,CA,95054,,,,,
369,1465,Theme Park,In Line,39.3401,-84.2731,6300 Kings Island Drive,Mason,OH,45040,ChIJA5CMtAFYQIgRawyHGyr25MU,Panda Express,1.0,3.7,616.0
370,1466,Theme Park,Free Standing,33.8428,-117.9984,8039 Beach Blvd.,Buena Park,CA,90620,ChIJo3h_9V8p3YARydTBv3uGCcg,Panda Express,1.0,4.0,982.0
371,1469,Street DT,Free Standing,39.764,-86.3517,9682 Us-36,Avon,IN,46123,ChIJV4BWk1mvbIgRx_WbCa2yCno,Panda Express,1.0,4.1,563.0
372,1470,Street Non-DT,End Cap,34.0555,-117.7075,4467 Mission Blvd.,Montclair,CA,91763,ChIJ9Qg0T0cyw4ARzo8HrsZpWp0,Panda Express,1.0,3.8,144.0
373,1472,Street DT,Free Standing,41.4704,-87.3371,31 West 81st Street,Merrillville,IN,46410,ChIJRa5QB97uEYgRSZcBcF4zXbs,Panda Express,1.0,4.2,716.0
374,1473,University,Food Court,34.2374,-118.5282,18111 Nordhoff St,Northridge,CA,91330,ChIJeb-N4VOawoARgYBSGWKMunA,Panda Express,1.0,4.3,13.0
375,1475,Street DT,Free Standing,29.4819,-98.5994,5707 Stemmons,San Antonio,TX,78229,ChIJJ7Cesr5dXIYRpo_0A-KMiT0,Panda Express,1.0,4.1,749.0
376,1476,Street DT,Free Standing,36.2642,-115.2563,5620 Centennial Center,Las Vegas,NV,89149,ChIJ_Z9OWhTryIARbhbdhPUHk0s,Panda Express,1.0,3.7,256.0
377,1478,Street Non-DT,End Cap,37.2699,-121.9058,3029 Meridian Ave.,San Jose,CA,95124,ChIJM64XDHk0joARsWXK4TdF9QU,Panda Express,1.0,4.0,323.0
378,1479,Street DT,Free Standing,34.8142,-106.7602,2260 Main Street Nw,Los Lunas,NM,87031,ChIJQ14tmDwDIocRgsMe0W--05U,Panda Express,1.0,3.8,342.0
379,1480,Street DT,Free Standing,36.7888,-119.75399999999999,3910 N. Cedar Avenue,Fresno,CA,93726,ChIJgV55YLddlIARAKngnsMp2fc,Panda Express,1.0,4.0,569.0
380,1481,Street Non-DT,End Cap,36.1584,-115.2053,1121 South Decatur Blvd.,Las Vegas,NV,89102,ChIJN1RAkWnByIARo0L0R70PJMM,Panda Express,1.0,4.1,523.0
381,1482,Street DT,Free Standing,28.0262,-82.5599,7207 West Waters Avenue,Tampa,FL,33634,ChIJQWerRODBwogRNgBRdE1Of48,Panda Express,1.0,3.7,538.0
382,1483,Street Non-DT,End Cap,37.3553,-122.0183,790 East El Camino Real,Sunnyvale,CA,94087,ChIJCV8fq9-1j4AREwWwHNO729Q,Panda Express,1.0,4.0,645.0
383,1484,Street Non-DT,End Cap,21.4264,-158.0014,94-1221 Ka Uka Blvd.,Waipahu,HI,96797,ChIJacINDT5kAHwRcUXktTNR380,Panda Express,1.0,4.3,77.0
384,1486,Street DT,Free Standing,33.7398,-116.2157,42550 Jackson Street,Indio,CA,92203,ChIJCSfnLm_32oARluYx5Zl9N-I,Panda Express,1.0,3.8,465.0
385,1488,Street Non-DT,End Cap,33.977,-118.3698,6802 S. La Cienega Blvd.,Inglewood,CA,90302,ChIJEdLqKEC3woAR8KfSl-mEqIA,Panda Express,1.0,4.0,583.0
386,1489,Street Non-DT,End Cap,38.8842,-94.6713,7352 West 135th Street,Overland Park,KS,66224,ChIJTfV1UsPBwIcRQvsQzfUhj1s,Panda Express,1.0,4.1,356.0
387,1490,Street Non-DT,End Cap,39.5835,-119.7393,287 Los Altos Parkway,Sparks,NV,89436,ChIJw9exjAA5mYARR0q4Kl9V9o0,Panda Express,1.0,3.9,218.0
388,1491,Street DT,Free Standing,35.2426,-106.6967,801 Unser Blvd S.e.,Rio Rancho,NM,87124,ChIJ_yl-y0FwIocRmoNpDH0ydME,Panda Express,1.0,3.9,586.0
389,1493,Street DT,Free Standing,40.1517,-105.0917,155 East Ken Pratt Blvd.,Longmont,CO,80501,ChIJLWqQjGj4a4cRQBuOth1J4xU,Panda Express,1.0,3.4,395.0
390,1494,Street DT,Free Standing,32.2351,-111.0045,1055 North Silverbell Road,Tucson,AZ,85745,ChIJtSqXYcl21oYRQjPJXi5d6nw,Panda Express,1.0,3.9,524.0
391,1495,Street DT,End Cap,47.6791,-117.28200000000001,9119 East Montgomery Ave,Spokane,WA,99206,ChIJYRQPHoYfnlQRfT1OiUUt7x4,Panda Express,1.0,4.0,460.0
392,1496,Street Non-DT,End Cap,41.9846,-88.3416,388 Randall Road,South Elgin,IL,60177,ChIJrWrNgKAcD4gRrzb_Yi9Ky-U,Panda Express,1.0,4.2,186.0
393,1497,Street Non-DT,End Cap,45.5727,-122.5572,10213 Ne Cascades Parkway,Portland,OR,97220,ChIJ5aH4Ug6klVQROQwPcYS6WE8,Panda Express,1.0,3.7,264.0
394,1498,Street Non-DT,End Cap,34.1282,-117.8917,856 E. Alosta Ave,Azusa,CA,91702,ChIJ9QRM3cUnw4ARJqnHTE6fqP0,Panda Express,1.0,4.1,239.0
395,1500,Street DT,Free Standing,33.8042,-116.9726,1270 North State Street,San Jacinto,CA,92583,ChIJPdC9WWNo24ARmi7iXZiSmVY,Panda Express,1.0,3.7,174.0
396,1501,Street Non-DT,End Cap,38.8529,-76.9132,5410 Silver Hill Road,District Heights,MD,20747,ChIJg9lDFMq-t4kRlnOKvMo9dL0,Panda Express,1.0,3.9,356.0
397,1502,Street Non-DT,End Cap,33.8177,-116.4908,5200 Ramon Road G-7,Palm Springs,CA,92262,ChIJh2dA6JIc24ARIA9dLtJKn50,Panda Express,1.0,3.9,206.0
398,1503,Street DT,Free Standing,28.5537,-81.3492,2655 East Colonial Drive,Orlando,FL,32803,ChIJ7cqXMM9654gREMIgtXGbhLc,Panda Express,1.0,3.9,748.0
399,1504,Street DT,Free Standing,46.2558,-119.31299999999999,2885 Duportail St. Suite 1,Richland,WA,99352,ChIJPfzO5W9wmFQR_Y9VuK1pyS4,Panda Express,1.0,4.0,516.0
400,1505,Street Non-DT,End Cap,47.4974,-122.2018,960 Park Ave North,Renton,WA,98055,ChIJSbi7_BlokFQRRjiMwuD6EJU,Panda Express,1.0,3.9,367.0
401,1508,Street DT,Free Standing,42.3794,-88.0732,380 East Rollins Road,Round Lake Beach,IL,60073,ChIJgY9m47SED4gRoBDYY4vvgT0,Panda Express,1.0,3.4,338.0
402,1509,Street DT,Free Standing,43.5502,-116.5733,1811 12th Ave Road,Nampa,ID,83686,ChIJnS1_YP1LrlQRmQlvxPI3gmI,Panda Express,1.0,4.1,598.0
403,1510,Street Non-DT,End Cap,33.8886,-118.1258,15909 Bellflower Blvd.,Bellflower,CA,90706,ChIJ7yuaQ7Iy3YARn3ctu87RNfw,Panda Express,1.0,4.0,555.0
404,1512,Street Non-DT,End Cap,39.2464,-94.6483,5905 N.w. Barry Road,Kansas City,MO,64154,ChIJ8Y5ZUUpfwIcRR6M2xX_M8Xc,Panda Express,1.0,3.8,368.0
405,1514,Street Non-DT,End Cap,25.6534,-80.4121,13440 Sw 120th Street,Miami,FL,33186,ChIJ_6RTQaDB2YgRzqQ97rnmmCM,Panda Express,1.0,3.9,256.0
406,1515,Street Non-DT,End Cap,39.5653,-104.8881,8331 A South Willow Street,Lone Tree,CO,80124,ChIJKYxkbbSFbIcRR1juaRcCu2M,Panda Express,1.0,3.8,293.0
407,1516,Mall,Food Court,47.9097,-122.2132,1402 Se Everett Mall Way,Everett,WA,98208,ChIJSQiqiSoHkFQRqkpCTj50krM,Panda Express,1.0,4.0,114.0
408,1517,Mall,Food Court,41.7558,-88.2113,120 Fox Valley Center,Aurora,IL,60504,ChIJBTdP3Mz5DogRV_PwSqT6_AM,Panda Express,1.0,4.0,63.0
409,1518,Street DT,End Cap,32.6963,-117.1329,2850 National Ave,San Diego,CA,92113,ChIJtyo_DwxT2YARK_sAWrOr42Y,Panda Express,1.0,4.1,248.0
410,1519,Street Non-DT,End Cap,33.9674,-84.024,900 Duluth Hwy 120,Lawrenceville,GA,30042,ChIJ_3cCutO99YgRSRxR85Crwk4,Panda Express,1.0,4.1,600.0
411,1521,Street Non-DT,End Cap,29.7381,-95.5132,8366 Westheimer Road,Houston,TX,77063,ChIJn6XfdaTDQIYRqwR2ecPWfXA,Panda Express,1.0,4.0,700.0
412,1522,Street DT,End Cap,40.4326,-122.2882,"5030 Rhonda Road, Suite A",Anderson,CA,96007,ChIJq8i-wv_D0lQR1DkZe9twSNM,Panda Express,1.0,3.6,343.0
413,1523,Street Non-DT,End Cap,40.004,-83.0085,2044 North High Street,Columbus,OH,43201,ChIJT6wycbuOOIgRUed0jpgGk_E,Panda Express,1.0,4.0,446.0
414,1524,Street DT,Free Standing,41.6459,-87.7373,13581 South Cicero Avenue,Crestwood,IL,60445,ChIJVxUYZmI8DogRcMg9HgjQ8Z4,Panda Express,1.0,3.9,224.0
415,1526,Street Non-DT,End Cap,37.6773,-120.9376,"3020 Floyd Ave, Suite #201",Modesto,CA,95355,ChIJuRFAC9VVkIAR3MDdsURmO40,Panda Express,1.0,3.7,110.0
416,1527,Street DT,Free Standing,29.7749,-95.3819,1913 Taylor Street,Houston,TX,77007,ChIJW4is-rK4QIYRy5-jSDUVrok,Panda Express,1.0,3.6,429.0
417,1528,Street DT,Free Standing,33.7167,-116.2322,82-451 Hwy 111 Building B,Indio,CA,92201,,,,,
418,1529,Street Non-DT,End Cap,42.0665,-87.9202,1200 East Central Road,Mt Prospect,IL,60056,ChIJNVt7UOS5D4gR77wXpa1c7CA,Panda Express,1.0,4.1,257.0
419,1530,Street Non-DT,End Cap,38.6519,-77.30199999999999,2990 Prince William Parkway,Woodbridge,VA,22192,ChIJmWEvz21WtokRGi0D-2DqZZ8,Panda Express,1.0,3.9,163.0
420,1531,Street Non-DT,End Cap,45.5158,-122.792,11192 Sw Barnes Rd,Portland,OR,97225,ChIJI-6LJTcJlVQRjOV4sx_vkNY,Panda Express,1.0,3.8,172.0
421,1532,Street DT,End Cap,36.1577,-115.0797,1300 S Lamb Blvd,Las Vegas,NV,89104,ChIJX7rhTlrbyIARe-67br_WHaY,Panda Express,1.0,3.9,404.0
422,1533,Street DT,End Cap,33.18,-96.8865,12244 Fm 423 Space 100,Frisco,TX,75034,ChIJC8mAZ5g5TIYRyNO4Jcv70oQ,Panda Express,1.0,3.7,365.0
423,1534,Street DT,Free Standing,33.4543,-112.3932,690 North Estrella Parkway,Goodyear,AZ,85338,ChIJ0-nW9GU4K4cRVgNmkumbjZk,Panda Express,1.0,3.4,526.0
424,1535,Street DT,Free Standing,46.1454,-122.9335,500 Triangle Center,Longview,WA,98632,ChIJgYOloZRslFQRAqBqL6Pm26s,Panda Express,1.0,3.9,422.0
425,1536,Street DT,Free Standing,34.66,-118.1469,840 W. Avenue L,Lancaster,CA,93534,ChIJT5fBYFdawoARlHMWOeq-6jg,Panda Express,1.0,3.9,224.0
426,1537,Street DT,Free Standing,35.7465,-119.2477,540 Woollomes Ave.,Delano,CA,93215,ChIJw0FGvnDl6oAR8hgA4vwiBvY,Panda Express,1.0,3.8,233.0
427,1538,Street DT,Free Standing,27.9982,-80.6385,1104 Se Malabar Road,Palm Bay,FL,32909,ChIJmbDLHlwN3ogR8VoBGCYKLWk,Panda Express,1.0,4.1,305.0
428,1542,Street Non-DT,End Cap,33.9006,-84.478,2580 Windy Hill Road Suite 600,Marietta,GA,30067,ChIJj5J5M6oR9YgRTEAb8LBloA8,Panda Express,1.0,3.8,295.0
429,1543,Street Non-DT,End Cap,33.9845,-118.0965,8943 Washington Blvd.,Pico Rivera,CA,90660,ChIJhTLBqvfRwoARWDBTtFRvXac,Panda Express,1.0,4.2,207.0
430,1545,Street Non-DT,Free Standing,43.5906,-116.2801,7804 Overland Drive,Boise,ID,83709,ChIJb15nIlJWrlQRcvGGNq_0WC8,Panda Express,1.0,4.1,851.0
431,1546,Street Non-DT,End Cap,39.6102,-86.1577,331 South State Road 135,Greenwood,IN,46142,ChIJLYw1dOpda4gR9zrvmEATKlY,Panda Express,1.0,4.1,317.0
432,1547,Street DT,End Cap,39.7898,-105.1099,5145 Kipling St,Wheat Ridge,CO,80033,ChIJ3dSLHhGGa4cRGtZvEd61mW8,Panda Express,1.0,3.5,355.0
433,1549,Street DT,Free Standing,33.3792,-111.839,342 W. Baseline Road,Mesa,AZ,85210,ChIJ_Ybg4T2oK4cR9xrxPUr4_YU,Panda Express,1.0,4.0,801.0
434,1550,Street Non-DT,Free Standing,33.9328,-118.3261,11222 South Crenshaw Blvd.,Inglewood,CA,90303,ChIJTQdOWnK2woARNuhTjZeubMk,Panda Express,1.0,3.9,309.0
435,1551,Street DT,Free Standing,33.7102,-112.2693,9753 W. Happy Valley Road,Peoria,AZ,85383,ChIJOf9gVaFdK4cRpjCnQPqxZrs,Panda Express,1.0,3.5,376.0
436,1552,Street Non-DT,End Cap,33.9741,-118.2328,2120 E. Florence Ave,Walnut Park,CA,90255,ChIJQ6A-whbJwoARgZdh6bZdJNM,Panda Express,1.0,3.9,510.0
437,1553,Street DT,End Cap,33.4041,-111.9789,4750 South 48th Street,Phoenix,AZ,85040,ChIJu6bzXhYPK4cRmH84X74h--8,Panda Express,1.0,3.7,728.0
438,1554,Street Non-DT,End Cap,29.785999999999998,-95.4675,7670 Katy Freeway,Houston,TX,77024,ChIJxyxNCpTEQIYREQ5iYAgXg4Q,Panda Express,1.0,3.6,591.0
439,1556,Street DT,Free Standing,33.7892,-118.3045,1608 Pacific Coast Hwy,Los Angeles,CA,90710,ChIJc5alenRK3YARmA92o72b26A,Panda Express,1.0,4.0,511.0
440,1557,Street DT,Free Standing,33.249,-111.6283,21184 E Ocotillo Rd,Queen Creek,AZ,85142,ChIJV1gtkCJNKocREl3HB8LDMyI,Panda Express,1.0,3.8,586.0
441,1558,Street DT,Free Standing,41.1564,-87.8506,850 North Kinzie Ave,Bradley,IL,60915,ChIJZaZ64mPnDYgRgQ7WFhYW-tc,Panda Express,1.0,4.0,282.0
442,1560,Street DT,Free Standing,33.4945,-112.1723,5229 W. Indian School Rd.,Phoenix,AZ,85031,ChIJr1BftMYUK4cRhRkDr2x5fG4,Panda Express,1.0,3.6,1157.0
443,1562,Street Non-DT,End Cap,33.8721,-118.2671,501 E. Albertoni Street,Carson,CA,90746,ChIJi3ltgMTKwoARYFVSnADgXTQ,Panda Express,1.0,3.6,244.0
444,1564,Mall,Food Court,47.4587,-122.2612,2600 South Center Mall,Tukwila,WA,98188,ChIJsRt1B9NckFQRnsi8b7ix4ng,Panda Express,1.0,3.6,163.0
445,1567,Street DT,End Cap,29.7857,-95.5335,9758 Katy Fwy,Houston,TX,77055,,,,,
446,1568,Street Non-DT,End Cap,38.7471,-77.4489,9685 Liberia Ave.,Manassas,VA,20110,ChIJTwoaJpVbtokRYGS_2rAZmw8,Panda Express,1.0,4.0,145.0
447,1569,Street DT,Free Standing,20.8849,-156.6798,312 Keawe Street,Lahaina,HI,96761,ChIJt3IGjqQrVXkRwvNT2mSMajs,Panda Express,1.0,4.1,276.0
448,157,Street Non-DT,In Line,20.7496,-156.4547,1279 S. Kihei Road #102,Kihei,HI,96753,ChIJu-nbw0HQVHkRHqfHXr6wO_g,Panda Express,1.0,4.0,130.0
449,1570,Theme Park,Free Standing,41.4848,-82.6904,1 Cedar Point Drive,Sandusky,OH,44870,ChIJt_YJNEVEOogRxk2sZofoWFc,Panda Express,1.0,3.7,593.0
450,1571,Street Non-DT,End Cap,33.0577,-96.6916,1121 E Spring Creek Pkwy,Plano,TX,75074,ChIJjRTUXMcZTIYRf2HpZQ4-xbM,Panda Express,1.0,3.9,348.0
451,1572,Street Non-DT,End Cap,34.1762,-119.2196,693 W. Channel Islands Blvd.,Port Hueneme,CA,93041,ChIJuwthOhBO6IARuupJwGa5jLE,Panda Express,1.0,4.1,213.0
452,1573,University,Food Court,33.9789,-117.3281,900 University Ave.,Riverside,CA,92521,,,,,
453,1574,Mall,Food Court,41.9544,-87.8095,4140 N Harlem Ave,Norridge,IL,60706,ChIJCaJGPrfLD4gRCeYI-Csn5Gc,Panda Express,1.0,3.8,202.0
454,1577,Street Non-DT,End Cap,34.0759,-83.9846,3410 Buford Dr NE,Buford,GA,30519,ChIJG0jmzmeU9YgRpbSwy7v66eU,Panda Express,1.0,4.1,496.0
455,1578,Street DT,End Cap,33.0655,-97.0811,5861 Long Prarie Road,Flower Mound,TX,75028,ChIJ4xU9l6UyTIYRve8YVDbRvSs,Panda Express,1.0,4.1,197.0
456,1579,Street Non-DT,End Cap,42.2559,-87.9484,1640 Milwaukee Ave,Vernon Hills,IL,60061,ChIJ-7oPTWSWD4gRRtb215-sYsY,Panda Express,1.0,3.9,146.0
457,1580,Street DT,Free Standing,45.2573,-122.7032,1020 Sw 1st Avenue,Canby,OR,97013,ChIJ9zpbzoRllVQRhTZloqm3awI,Panda Express,1.0,3.7,134.0
458,1581,Street DT,Free Standing,33.9378,-117.1797,27680 Eucalyptus Ave.,Moreno Valley,CA,92555,ChIJX0QMZPOn3IARuVy1kzxUsrQ,Panda Express,1.0,3.9,263.0
459,1583,Street DT,Free Standing,32.8616,-97.1856,6260 Precinct Line Road,Hurst,TX,76054,ChIJmSh4u7F4ToYRetjpVmI-vJY,Panda Express,1.0,3.9,411.0
460,1584,Street DT,Free Standing,34.7044,-118.1655,1861 W. Avenue I,Lancaster,CA,93534,ChIJLdql8dNEwoARJ7LOxWRzPxQ,Panda Express,1.0,3.9,288.0
461,1586,Street Non-DT,End Cap,33.62,-117.7006,23572 El Toro Road,Lake Forest,CA,92630,ChIJWeQw9fno3IAReQjEo6An9nk,Panda Express,1.0,4.0,401.0
462,1588,Street DT,Free Standing,40.5082,-111.9784,3648 West 13400 South,Riverton,UT,84065,ChIJSf8MzUaEUocRwVul3v9ZQ-8,Panda Express,1.0,3.9,512.0
463,1589,Street DT,Free Standing,40.5851,-111.8632,9166 South Village Shop Drive,Sandy,UT,84070,ChIJVaZm4v2HUocRQTyWdfJIEN4,Panda Express,1.0,3.8,582.0
464,159,Mall,Food Court,44.8539,-93.2425,374 South Ave.,Bloomington,MN,55425,ChIJC_V7jGsv9ocRo02X-39XVV0,Panda Express,1.0,3.5,2.0
465,1590,Street DT,Free Standing,30.5178,-97.6606,1700 E Palm Valley Blvd,Round Rock,TX,78664,ChIJ38z5RbLRRIYRXE6BA1YQ8OY,Panda Express,1.0,3.9,246.0
466,1591,Street DT,Free Standing,41.7023,-88.3101,2630 Route 34 #5,Oswego,IL,60543,ChIJz8JiWc7xDogR53Xdoujacrw,Panda Express,1.0,4.0,404.0
467,1592,Street DT,Free Standing,30.4813,-81.637,14022 Revell Drive,Jacksonville,FL,32218,ChIJWcKBhlCu5YgRjc1dXuSromw,Panda Express,1.0,4.0,760.0
468,1593,Street DT,End Cap,32.9844,-96.9092,2604 Old Denton Road,Carrollton,TX,75007,ChIJMVhfu-QlTIYRQHcdLAM4jIo,Panda Express,1.0,4.1,478.0
469,1594,Street DT,Free Standing,44.6294,-123.0838,1310 Geary Street,Albany,OR,97322,ChIJK0_zUaNswFQRmTSxTfQReQs,Panda Express,1.0,3.9,513.0
470,1596,University,Food Court,46.7311,-117.1623,1500 N.e. Terrell Mall,Pullman,WA,99163,ChIJ5ZqGFuCGn1QRao7n9ZHrX7c,Panda Express,1.0,4.0,140.0
471,1597,Street Non-DT,End Cap,28.4671,-81.3086,6651 South Semoran Blvd.,Orlando,FL,32822,ChIJkUWrGm1j54gR3UiPDZFMX1s,Panda Express,1.0,3.6,395.0
472,1598,Street Non-DT,End Cap,38.5275,-122.7889,6560 Hembree Lane,Windsor,CA,95492,ChIJESyw34o-hIARFbdMgBwpE_Q,Panda Express,1.0,3.9,316.0
473,1599,Street DT,End Cap,29.7719,-95.1861,13415 Hwy I - 10 East 1,Houston,TX,77015,ChIJv-oKinmqWYYRSYSmYy6iUVs,Panda Express,1.0,4.0,368.0
474,1600,Street Non-DT,End Cap,41.8486,-87.8041,2300 South Harlem Avenue,North Riverside,IL,60546,ChIJs2B-LkU0DogRqDc3T8TuXTc,Panda Express,1.0,3.9,425.0
475,1601,Street Non-DT,End Cap,35.4421,-80.8585,9918 Knockando Lane,Huntersville,NC,28078,ChIJ_VqAOAGpVogRUIH3VZ2Jwpo,Panda Express,1.0,4.0,276.0
476,1602,Street DT,Free Standing,35.3254,-97.4909,1401 South I-35 Service Road,Moore,OK,73160,ChIJF4qvNC5rsocRfiATC1Uv1o8,Panda Express,1.0,3.8,615.0
477,1603,Street DT,Free Standing,36.7354,-119.7192,5192 E. Kings Canyon Road,Fresno,CA,93727,ChIJPXxn-N9elIARcL0Rhffd0Qc,Panda Express,1.0,4.0,442.0
478,1606,Street Non-DT,End Cap,39.2339,-121.0366,688 Sutton Way,Grass Valley,CA,95945,ChIJK8FFUmBwm4ARwtq9AlZqex4,Panda Express,1.0,4.1,210.0
479,1607,Mall,Food Court,34.1844,-118.8888,382 W Hillcrest Dr,Thousand Oaks,CA,91360,ChIJvbI7IJk66IARkLRR_retBpY,Panda Express,1.0,3.7,42.0
480,1608,Street Non-DT,End Cap,33.443000000000005,-117.6139,806 Avenida Pico Suite A,San Clemente,CA,92672,ChIJL8ga4Yvz3IARw_RUnMhZroA,Panda Express,1.0,4.0,199.0
481,1610,Street Non-DT,End Cap,33.9034,-117.4757,11090 Magnolia Ave,Riverside,CA,92505,ChIJx6_Rp0G33IARilrks-ph-Yg,Panda Express,1.0,3.9,497.0
482,1611,Street Non-DT,End Cap,30.1962,-81.8264,9580 Applecross Road #102,Jacksonville,FL,32222,ChIJv2NUQZzB5YgRkix4Bu3bQJ8,Panda Express,1.0,4.0,308.0
483,1612,Street Non-DT,End Cap,37.5523,-122.0481,5829 Jarvis Ave.,Newark,CA,94560,ChIJ1-QysE--j4ARekv6RL1VoWc,Panda Express,1.0,3.8,248.0
484,1613,Street Non-DT,End Cap,37.3054,-121.8635,"2131 Monterey Hwy, Suite #60",San Jose,CA,95125,ChIJYV0VGBkzjoARY-6M7At13YE,Panda Express,1.0,3.9,399.0
485,1615,Street DT,Free Standing,35.2216,-114.0354,3370 Stockton Hill Road,Kingman,AZ,86401,ChIJJ467lBfczYARzRNOxotKERA,Panda Express,1.0,3.9,553.0
486,1616,Street Non-DT,End Cap,36.0628,-115.2431,6925 S. Rainbow Blvd.,Las Vegas,NV,89118,ChIJzfukXcnHyIARPaIvmTYbqb8,Panda Express,1.0,4.0,277.0
487,1617,Street Non-DT,End Cap,41.836999999999996,-87.7444,3076 S. Cicero Ave,Cicero,IL,60804,ChIJ0WlzyMkzDogRW4RjN46mkE0,Panda Express,1.0,4.1,604.0
488,1618,Street Non-DT,End Cap,40.1459,-88.2585,2521 N. Prospect Ave,Champaign,IL,61822,ChIJUz9lJhfaDIgRS6T2PUpdrtM,Panda Express,1.0,4.2,315.0
489,1619,Street DT,End Cap,34.0495,-118.0823,1717 Walnut Grove Ave,Rosemead,CA,91770,ChIJ1Q10nmnQwoARDAG7J4d6U8c,Panda Express,1.0,4.2,539.0
